audio_file,text,language,speaker,source_file,gender,source_type
007263.wav,"and along the narrow winding lane which was once called the ""Street Called Straight.""",en,LJSpeech_single_speaker,LJ028-0004.wav,,real
012551.wav,had duty assignments beginning no later than 8 a.m. that morning.,en,LJSpeech_single_speaker,LJ048-0247.wav,,real
007668.wav,किसी कोशिका कर्त्तेतकी से पूर्ण पादप में जनित्र होने की यह क्षमता पूर्णशक्तता कहलाती है|,hi,unknown,sample_7726,,real
009782.wav,He declared that this bullet was fired from the same weapon that fired the test bullets to the exclusion of all other weapons.,en,LJSpeech_single_speaker,LJ037-0169.wav,,real
006472.wav,दीनानाथ नाट्यगृह विलेपार्ले हम तो तेरे आशिक हैं रात्री आठ पूर्णांक तीन,mr,unknown,,male,real
008956.wav,"We found no brown cotton fibers, no green viscose fibers, and no woolen fibers.",en,LJSpeech_single_speaker,LJ033-0203.wav,,real
015889.wav,"प्रमोट किए गए आईएएस अफसरों में, राखिल काहलो और डीडी शर्र्मा को पैनल में शामिल किया गया है।",hi,unknown,sample_16010,,real
001980.wav,उन्होनें कहा कि कार्यो में लापरवाही बरतने वाले अधिकारी बख्शि नहीं जायेगें।,hi,unknown,sample_1993,,real
003937.wav,"It was understood also that he had served in the army as a private, and had, moreover, undergone a sentence of transportation.",en,LJSpeech_single_speaker,LJ014-0173.wav,,real
003386.wav,"आज सेवा क्षेत्र ने रोजगार, उत्पादकता और नवाचार की दृष्टि से अपना वर्चस्व स्थापित कर लिया है",hi,unknown,sample_3409,,real
006344.wav,फिर भी मौसी को कभी अपने पति के पद और पाॅवर का घमंड नहीं हुआ| वह सबके काम आईं और आज उनका कोई नहीं|,hi,unknown,sample_6386,,real
002023.wav,"निरंतर सर्वांना सुख देतात, कारण स्वराचे अस्तित्व झ-यात आहे आणि झ-याचे अस्तित्व स्वरात आहे.",mr,unknown,,female,real
001191.wav,पुष्कळ वेळा मनुष्याचा मोठेपणा त्याच्या आईबापांवर अवलंबून असतो.,mr,unknown,,female,real
003548.wav,"was a promissory note for £2875, produced by Dr. Bailey, and purporting to be signed by Smith.",en,LJSpeech_single_speaker,LJ013-0051.wav,,real
002863.wav,"फिल्म नौटंकी साला में विक्की डोनर फेम आयुष्मान खुराना, कुणाल राय कपूर, पूजा साल्वी और एव्लिन शर्मा की मुख्य भूमिकाएं हैं",hi,unknown,sample_2882,,real
005462.wav,"धर्मशास्त्रों में इनका कर्तव्य अध्ययन, यजन, दान, कृषि, पशुपालन और वाणिज्य बताया गया है",hi,unknown,sample_5502,,real
009498.wav,वीरवार को रमज़ान के मुकद्दस महीने के चौथे रोज़ मुझे चिराग और इतर में डूबे दरगाह की ज़ियारत की खुशी हासिल हुई... चूँकि दिन की रोशनी की एक छड़ी बाकी थी मैं दरगाह के भीतर गई और अपने जर्द चेहरे को उसकी चौखट की धूल से रगड़ा|,hi,unknown,sample_9570,,real
003084.wav,"He now pretended that Mr. Turner was also on his way to the border, pursued by sheriffs' officers.",en,LJSpeech_single_speaker,LJ011-0176.wav,,real
005211.wav,"Sattler probably misunderstood, and he declared that the police officer had broken faith with him, having, moreover, stated that",en,LJSpeech_single_speaker,LJ018-0074.wav,,real
005640.wav,and that a new system of prison discipline should be introduced.,en,LJSpeech_single_speaker,LJ019-0105.wav,,real
009365.wav,भिजल्यामुळे त्याला खूप थंडी वाजत होती.,mr,unknown,,male,real
007720.wav,"पाय आपटीतच तो आश्रमाबाहेर आला, रागाने तो तणतणत होता.",mr,unknown,,male,real
019776.wav,सूरज बड़जात्या की फिल्म 'प्रेम रतन धन पायो' की शूटिंग के लिए सलमान खान इन दिनों करजत में ही हैं,hi,unknown,sample_19923,,real
007566.wav,Let neither these nor the former troops be armed with any weapons but their swords those thou mayest leave them.,en,LJSpeech_single_speaker,LJ028-0308.wav,,real
007515.wav,उद्यापासून तुझ्या वेळेप्रमाणे मी राजवाड्यात येईन.,mr,unknown,,male,real
002901.wav,पण त्या ओल्या अंधारवाटांवरती माझ्यासाठी काय वाढून ठेवलेले असेल?,mr,unknown,,female,real
009027.wav,"who, like Oswald, might have handled the cartons. They were also compared with the prints of those law enforcement officials who might have handled the cartons.",en,LJSpeech_single_speaker,LJ034-0060.wav,,real
004913.wav,He was confident to the very last that it would be impossible to find him guilty;,en,LJSpeech_single_speaker,LJ017-0058.wav,,real
004957.wav,केंद्र के डायरेक्टर इनचार्ज विशंभर सिंह ने कहा कि मुंबई में इसका खास असर नहीं दिख रहा है,hi,unknown,sample_4992,,real
017881.wav,अंग्रेजी में ‘खेल’ विषय से संबंधित साहित्य विपुल मात्रा में पाया जाता है| खेल का लगातार प्रसारण करने वाले अनेक चैनल दूरदर्शन पर हैं|,hi,unknown,sample_18012,,real
008175.wav,"quote, we are hit. Get us to the hospital immediately, end quote.",en,LJSpeech_single_speaker,LJ030-0185.wav,,real
007189.wav,"प्रभाग दोन, ज्योकिम जीझस डायस एक शे बावन्न, जुझे आंतोनियो फर्नांडिस सत्याण्णव.",mr,unknown,,male,real
004351.wav,"वह कभी भी औरों की तरह परीक्षा के हौवे, अधिक नंबरों और डिग्री की उत्कंठा को अपने जीवन में प्राथमिकता नहीं दे पाई",hi,unknown,sample_4381,,real
014594.wav,"सिपाहियों को न अपनी सुध रही, न हथकड़ियों की, न अपने बल की, न अपने कर्तव्य की, न बादशाह की, न बादशाह के हुक्म की|",hi,unknown,sample_14706,,real
003866.wav,"साफ किए गए पानी को फिर से टॉइलेट, वाशिंग मशीन या बगीचे में इस्तेमाल किया जा सकता है",hi,unknown,sample_3890,,real
013364.wav,ग्रामीणों का आरोप है कि निगम के द्वारा यहां वहां डाले गए कूड़े में मुंह मारने के कारण गायों की मौत हुई है,hi,unknown,sample_13468,,real
007818.wav,"सत्यकाम म्हणाला, ह्या चारशेच्या हजार गायी होतील तेव्हाच मी परत येईन.'",mr,unknown,,male,real
000340.wav,"मरता मरता कृष्णराव म्हणाला, मी देशद्रोही असलो, तरी तुझा पती आहे.",mr,unknown,,female,real
007219.wav,and developmental changes which may be observed during the life history of now existing individuals belonging to the same group of animals.,en,LJSpeech_single_speaker,LJ027-0139.wav,,real
012059.wav,"उत्तर गुजरात में खंबात की खाड़ी को मिलने वाली अनेक नदियाँ हैं| इनमें तापी,नर्मदा, माही एवं साबरमती का समावेश है| तापी एवं नर्मदा भ्रंश- घाटी से बहती हैं|",hi,unknown,sample_12152,,real
003690.wav,"Courvoisier, when put on his trial, pleaded not guilty;",en,LJSpeech_single_speaker,LJ013-0193.wav,,real
005980.wav,"इस रेखा के बाईं ओर धातु, दाईं ओर अधातु और रेखा के किनारों पर धातुसदृश इस प्रकार से तत्त्वों की आधुनिक आवर्तसारणी मे व्यवस्था की गई है ऐसा दिखाई देता है, यह किस कारण हुआ? धातु और अधातुओं के विशिष्ट रासायनिक गुणधर्मो के अंतर बतायिये|",hi,unknown,sample_6022,,real
002667.wav,"In this way he formed the acquaintance of Watson and others, with whom he was arraigned for treasonable practices, and imprisoned.",en,LJSpeech_single_speaker,LJ010-0076.wav,,real
011551.wav,and raises serious questions as to whether or not he ever expected to escape.,en,LJSpeech_single_speaker,LJ044-0239.wav,,real
019727.wav,"अगर कोई मधेशी समाज से ऊपर आना चाहता है तो उसके विरुद्ध षड्यन्त्र किया जाता है, यह वही षड्यन्त्र है।",hi,unknown,sample_19873,,real
010088.wav,"I don't remember the exact time, but it was very late. And he told me not to ask him any questions. He only told me he had shot at General Walker.",en,LJSpeech_single_speaker,LJ038-0208.wav,,real
004150.wav,They admitted that they had made away with many of the securities entrusted to their keeping.,en,LJSpeech_single_speaker,LJ015-0049.wav,,real
020550.wav,"व्यक्तिगत स्वच्छता सें शरीर को साफ रखना, पीने के लिए साफ पानी, खाना, शाक-सब्जियों, फल आदि का सेवन शामिल है|",hi,unknown,sample_20705,,real
002543.wav,"इस सर्वे में ओखना, हेबिनेरिया व मुसली की कई सारी स्पीशीज, शतावर, शंखपुष्पी, ब्राह्मी, भुई-नीम व कई प्रिमेटिव प्लांट भी मिले।",hi,unknown,sample_2561,,real
007117.wav,नीतिभ्रष्ट लोकांच्या हातात कायदा व न्याय हे क्षुद्र कीटक ठरतात.,mr,unknown,,male,real
002590.wav,"त्यांच्या संपूर्ण जीवन इतिहासात, न्यायाधीश महादेव गोविंद रानडे ह्यांनी अन्य कार्यालयाची कामगिरी पण हस्तगत केली.",mr,unknown,,female,real
009679.wav,शूरसेन राजा प्रसन्न झाला.,mr,unknown,,male,real
011753.wav,इसीलिए इसकी संरचना तथा कार्यविधि को समझना हमारे लिए विशेष महत्त्व रखता है|,hi,unknown,sample_11842,,real
001081.wav,"इस प्रकार प्रार्थना करके पूर्व पूजित हल्दी, धनिया, कमलगट्टा, द्रव्य, दूर्वादि से युक्त थैली तिजोरी मे रखें ।",hi,unknown,sample_1088,,real
005338.wav,"where the coiners, unexpectedly disturbed, fell an easy prey.",en,LJSpeech_single_speaker,LJ018-0201.wav,,real
014914.wav,पाकिस्तान के पीएम नवाज़ शरीफ़ ने कहा कि उन्हें पाकिस्तान में ऑपरेशन जर्बेअज़ब की बदौलत आतंकवाद के खिलाफ़ बड़ी कामयाबी हासिल हुई है,hi,unknown,sample_15030,,real
008019.wav,"After a welcome from the Dallas reception committee,",en,LJSpeech_single_speaker,LJ030-0029.wav,,real
010220.wav,"सीताहरण के पश्चात् सीताजी को ढूँढते हुए जब श्रीराम किष्किन्धा पहुँचे, तब हनुमान ने सुग्रीव की मित्रता श्रीराम से करवाई थी।",hi,unknown,sample_10297,,real
000562.wav,तिला सत्यकाम नावाचा एक लहान मुलगा होता.,mr,unknown,,female,real
009198.wav,फिर इन्होंने लिखने के कई और ढंग इजाद किये और उन्होंने भारत की प्रसिद्द पाँच पुस्तकें पाँच अलग अलग ढंग से लिख दीं |,hi,unknown,sample_9270,,real
001798.wav,"as regards the private teaching of prisoners; and they went on to say that ""a resolved adherence, in spite of discouragements the most disheartening,",en,LJSpeech_single_speaker,LJ007-0072.wav,,real
015907.wav,"यह फर्श की टाइलें, रसोई के बर्तन और कपड़े बनाने के उपयोग में लिया जाता है जो आग का प्रतिरोध करते हैं|",hi,unknown,sample_16028,,real
009883.wav,Report of the President's Commission on the Assassination of President Kennedy.,en,LJSpeech_single_speaker,LJ038-0001.wav,,real
010025.wav,"When told that Frazier and Mrs. Randle had seen him carrying a long heavy package, Oswald replied, quote, Well, they was mistaken.",en,LJSpeech_single_speaker,LJ038-0143.wav,,real
003467.wav,पश्चिमोत्तानासन भुजंगासन पृष्ठासन पवनमुक्तासन अर्धमत्स्येंद्रासन ताडासन त्रिकोणासन भूपृष्ठासन इत्यादी उपयुक्त ठरतात.,mr,unknown,,female,real
014104.wav,कोयला हमें कहाँ से प्राप्त होता है और यह कैसे बनता है ? लगभग तीन सौ मिलियन मिलियन वर्ष पूर्व पृथ्वी पर निचले जलीय क्षेत्रों में घने वन थे|,hi,unknown,sample_14212,,real
003575.wav,"Barber was subsequently pardoned, but was not replaced on the rolls as an attorney till 1855,",en,LJSpeech_single_speaker,LJ013-0078.wav,,real
005087.wav,"The captain's brother, a passenger on board the 'Flowery Land,' was also stabbed to death and his body thrown overboard.",en,LJSpeech_single_speaker,LJ017-0232.wav,,real
007541.wav,"वीरमतीला कृष्णरावच्या प्रामाणिकपणाविषयी प्रथमपासूनच संशय होता, म्हणूनच तिने त्याच्यावर गुप्त पाळत ठेवली होती.",mr,unknown,,male,real
010477.wav,जहाँ पशु चरते हैं उसके पास ही बगुले भोजन प्राप्ति के लिए रहते हैं क्योंकि जब पशु चलते हैं तो वनस्पति को हिलाते हैं और उसमें से कीट बाहर निकालते हैं|,hi,unknown,sample_10555,,real
006119.wav,सीरिया की सेना ने इसी प्रकार रक्क़ा के दक्षिण पश्चिम में स्थित अलहोबारी तेल फ़ील्ड को आतंकियों के नियंत्रण से स्वतंत्र करा लिया है।,hi,unknown,sample_6161,,real
003007.wav,"and losing heavily, to meet the claims upon him he put out a number of forged bills of exchange or acceptances,",en,LJSpeech_single_speaker,LJ011-0099.wav,,real
001456.wav,"a subject of magnitude and importance sufficient to exclude other jails, they soon narrowed their inquiry still further,",en,LJSpeech_single_speaker,LJ006-0038.wav,,real
014699.wav,मगर लोगों ने आज तानसेन को पसंद न किया|,hi,unknown,sample_14813,,real
002079.wav,The prisoners had not risen.,en,LJSpeech_single_speaker,LJ008-0110.wav,,real
009536.wav,"[east side of the street]. Of course, the traffic was moving through there and I put it in gear and moved on, that is the last I saw of him.",en,LJSpeech_single_speaker,LJ036-0141.wav,,real
020858.wav,"नो वे जोस की एल्बो स्ट्राइक और फिर नीस्ट्राइक, ख़तरनाक मूव्स के साथ मोजो रॉले को क्षति पहुंचा रहा है यह रैसलर।",hi,unknown,sample_21014,,real
019865.wav,संजीता ने पहले सतत्तर और फिर छियान्बे किलो वज़न उठाया और चानू ने पिछत्तर और अस्सी किलो वज़न उठाया था।,hi,unknown,sample_20013,,real
004050.wav,That same evening he committed suicide in Newgate.,en,LJSpeech_single_speaker,LJ014-0288.wav,,real
005883.wav,नेमकं काय झालं तुला ठावूक आहे का,mr,unknown,,male,real
008435.wav,धन आयन और ऋण आयन से बननेवाले यौगिकों को आयनिक यौगिक कहते हैं|,hi,unknown,sample_8497,,real
010820.wav,चीन में इंटरनेट के स्लैंग या भद्दी भाषा में भी नंबरों की ख़ास जगह है।,hi,unknown,sample_10900,,real
005899.wav,"भारत में अधिकांश मंदिर पृथ्वी की चुंबकीय तरंग रेखाओं के साथ स्थित हैं, जो उपलब्ध सकारात्मक ऊर्जा को अधिकतम करने में मदद करता है",hi,unknown,sample_5940,,real
019689.wav,चंदन में एंटीसेप्टीक गुण होते हैं इसलिए इसका इस्तेमाल करने से सूजन को कम करने में मदद मिलती है,hi,unknown,sample_19834,,real
016720.wav,कैबिनेट मंत्री यादव ने कृष्णांजलि नाट्यशाला में आयोजित उद्घाटन समारोह में भाग लिया।,hi,unknown,sample_16846,,real
021795.wav,बंगाल तो एक प्रकार से मूर्छा की स्थिति में पहुंच गया था।,hi,unknown,sample_21958,,real
007517.wav,यवन सम्राट बादशहा अल्लाउद्दीनने देवगिरीवर चढाई केली.,mr,unknown,,male,real
008146.wav,परीक्षा परिणाम गलत होने पर शिक्षकों पर कार्रवाई का फरमान शासन की गले की फांस बन गया।,hi,unknown,sample_8206,,real
009971.wav,माझ्या वंशात पुढे कोणीतरी विद्वान निपजेल आणि तो तुला ह्याचे उत्तर देईल.’,mr,unknown,,male,real
002830.wav,आज जितनी भी मुख्य फसलें हैं; वह सभी पुरानी किस्मों के व्युत्पन्न हैं|,hi,unknown,sample_2849,,real
013515.wav,अतः मिट्टी की उर्वरता बनाए रखने के लिए हमें उर्वरकों के स्थान पर जैविक खाद का उपयोग करना चाहिए अथवा दो फसलों के बीच में खेत को कुछ समय के लिए बिना कुछ उगाए छोड़ देना चाहिए|,hi,unknown,sample_13620,,real
017308.wav,"जब उस वर्तुल को जोर से घुमाया जाता है, तो सभी रंग गगमग हो जाते है।",hi,unknown,sample_17437,,real
013382.wav,"धनिया के बीज, बताशे, चमेली का इत्र,जटामासी की धूप और लाल कनेर से लक्ष्मी पूजन अपार आनंद प्रदान करेगा",hi,unknown,sample_13486,,real
007625.wav,तिला आता मोठा आनंद वाटत होता.,mr,unknown,,male,real
000733.wav,त्या वेळी राहू कपटाने देवांच्या पंक्तीला बसून अमृत प्यायला.,mr,unknown,,female,real
005592.wav,was the true basis of a sound system of prison discipline.,en,LJSpeech_single_speaker,LJ019-0057.wav,,real
008257.wav,"जगात देव नाही, धर्म नाही मरता येत नाही म्हणून जगायचे.",mr,unknown,,male,real
001548.wav,"had a key of both the master's side and middle side yards, was the only person present at the distribution of beer, and was trusted to examine,",en,LJSpeech_single_speaker,LJ006-0130.wav,,real
011147.wav,"While the exact sequence of events is not clear because of conflicting testimony,",en,LJSpeech_single_speaker,LJ043-0021.wav,,real
020065.wav,कहा जाता हैं कि इस किले की स्थापना इक्ष्वाकुवंश में उत्पन्न विशाल नामक राजा ने की थी।,hi,unknown,sample_20215,,real
015214.wav,लम्बे अन्तराल के बाद उनकी उपर्युक्त पुस्तक 'फ्युजनको जगमा शिलान्यास' नेपाली साहित्य की एक उल्लेखनीय कृति के रूप में आई है।,hi,unknown,sample_15333,,real
013612.wav,धार्मिक और सांस्कृतिक परंपराओं का बोध होता है| महाराष्ट्र में दीपावली में मिट्टी के किले/गढ़ बनाने की लंबी परंपरा है|,hi,unknown,sample_13717,,real
016824.wav,यह हैं पूर्वी हिमालय और पश्चिमी घाट| यह क्षेत्र जैव विविधता से बहुत धनी हैं|,hi,unknown,sample_16950,,real
000783.wav,परीक्षा परिणाम पटवारी भर्ती परीक्षा ' के लिंक पर क्लिक करें नया पेज खुलने पर अपना रोल नंबर और डेट ऑफ बर्थ सब्मिट करें।,hi,unknown,sample_787,,real
010214.wav,"was shipped from Los Angeles on March 20, 1963, and he left for New Orleans on April 24, 1963.",en,LJSpeech_single_speaker,LJ039-0028.wav,,real
020831.wav,प्यूंग यांग ने कहा कि इस्राईल के पास परमाणु हथियार इतनी मात्रा में हैं कि मानवता का सर्वनाश हो सकता है।,hi,unknown,sample_20987,,real
020859.wav,"भीरुता, आत्महीनता, दीनता, निराशा, चिंता जैसी मनुष्यता को लज्जित करने वाली एक भी दुष्प्रवृत्ति अपने में न रह पाए ऐसी सावधानी हमेशा रखनी चाहिए।",hi,unknown,sample_21015,,real
001924.wav,"बेव़फाई सुपर विशेषांक का भी ऐलान है, जिसमें नोवोकोब का प्रसिद्ध उपन्यास लोलिता भी प्रकाश्य है।",hi,unknown,sample_1937,,real
000975.wav,"two or more justices were appointed visitors of prisons, and directed to visit and inspect three times every quarter.",en,LJSpeech_single_speaker,LJ004-0105.wav,,real
006418.wav,but it will protect the actual value and earning power of properties now owned by thousands of investors,en,LJSpeech_single_speaker,LJ022-0167.wav,,real
003879.wav,"She had been to brokers to negotiate the sale of certain foreign railway stock, with which they had been warned from London not to deal,",en,LJSpeech_single_speaker,LJ014-0114.wav,,real
001261.wav,occupying barely 390 feet lineal,en,LJSpeech_single_speaker,LJ005-0142.wav,,real
005228.wav,जेएनयू कैंपस में देशदोह्री नारा लगाने के आरोपी कन्हैया कुमार को जमानत मिलने के बाद उसके गांव बीहट में होली मनाई गई।,hi,unknown,sample_5265,,real
006207.wav,यह रोग हस्तिपाद या श्लीपद अथवा फाइलेरिया कहलाता है |,hi,unknown,sample_6249,,real
004315.wav,एक अर्थशास्त्री की सलाह एक बैंकर जल्दी इग्नोर नहीं कर सकता,hi,unknown,sample_4345,,real
011115.wav,इसी तरह की रणनीति पर पूर्व मुख्यमंत्री भूपेंद्र सिंह हुड्ड़ा भी काम करते रहे हैं,hi,unknown,sample_11198,,real
004125.wav,but that he might strengthen it by his long experience and known business capacity.,en,LJSpeech_single_speaker,LJ015-0024.wav,,real
002276.wav,पण राम अयोध्येला असल्याकारणाने त्याने वडिलांना कोणत्याही प्रकारची उणीव भासू दिली नाही.,mr,unknown,,female,real
007799.wav,इतक्यात गौतमांनी आपले डोळे उघडले आणि शांतपणे सगळीकडे नजर फिरविली.,mr,unknown,,male,real
002595.wav,स्वतः भगवान रामाने त्यांना प्रेरणा दिली होती.,mr,unknown,,female,real
020285.wav,"केबी एक्सपोर्ट्स के सीईओ कौशल खाखर के मुताबिक, 'पौंड के साथ एक्सचेंज रेट का लॉन्गटर्म में प्रभाव होगा' ।",hi,unknown,sample_20439,,real
008871.wav,"लेकिन समलैंगिक विवाह और संबंध प्रकृति से सुसंगत एवं नैसर्गिक नहीं है, इसलिए हम इस प्रकार के संबंधों का समर्थन नहीं करते।",hi,unknown,sample_8939,,real
020311.wav,आप जानते हैं कि यदि कोई सिक्का या पेन आपके हाथ से छूट जाए तो यह धरती की ओर गिरता है|,hi,unknown,sample_20465,,real
003980.wav,इसके अलावा यूजीसी नेट हिंदी और स्नातकोत्तर डिप्लोमा अनुवाद इग्नू से किया हैं।,hi,unknown,sample_4004,,real
004809.wav,मी रामावतार घेईन ते लोककल्याणार्थच होणार,mr,unknown,,male,real
014672.wav,सबसे पहले इस गांव के परविंदर सिंह ने ट्रेनिंग सेंटर ऑफ एक्सीलैंस घरोंडा करनाल से प्रशिक्षण लेकर पॉली हाउस लगाया।,hi,unknown,sample_14786,,real
007262.wav,"With guides and guards about you, you ride through the covered bazaars crowded with dark-faced Arabs in strange costumes,",en,LJSpeech_single_speaker,LJ028-0003.wav,,real
001575.wav,"अगं, पण नीना आज हे बूट सीमा घालणार आहे, तिने तसे आम्हाला अधीच सांगून ठेवले आहे, आईने शांतपणे नीनाला समजावले.",mr,unknown,,female,real
000583.wav,"जबाला अश्रू गाळीत म्हणाली, `बाळ सत्यकामा, मी तरुण असताना निरनिराळ्या घरी दासी म्हणून नोकरी करीत हिंडत असे, त्यातच केव्हा तरी तुझा जन्म झाला.",mr,unknown,,female,real
003084.wav,"वर्तुळाच्या आत, ज्यांचा पाठलाग करण्यात येतो आहे त्यांनीमात्र दोन्ही पायांनी दवडायच असत, एका पायावर कुदायच नसत.",mr,unknown,,female,real
008770.wav,शाळेच्या स्नेहसम्मेलनात सीमाला परीची भूमिका करायची होती म्हणून तिच्या आईने खास निळा फ्रॉक आणला होता.,mr,unknown,,male,real
003723.wav,"The governor insisted, but Courvoisier showed great reluctance to strip.",en,LJSpeech_single_speaker,LJ013-0226.wav,,real
003119.wav,यह तथाकथित समाज के द्वारा पैदा की गई रुग्ण अवस्था है।,hi,unknown,sample_3139,,real
018821.wav,विश्व में आंतरिक परिवहन का सर्वाधिक लंबे विस्तार वाला मार्ग यहाँ है| दक्षिण की ओर बहनेवाली पराना नदी भी जल परिवहन हेतु उपयुक्त है|,hi,unknown,sample_18961,,real
011482.wav,In September he began to review Spanish.,en,LJSpeech_single_speaker,LJ044-0169.wav,,real
001702.wav,"डोंगरावरची झाडं हसली, सळसळली.",mr,unknown,,female,real
002521.wav,दशरथ राजाने कोणत्याही तर्हेच्या विघ्न-बाधांविना पुत्रकामेष्टि यज्ञ पूर्ण केला.,mr,unknown,,female,real
018602.wav,"गृहस्थों को विधि, देश, द्रव्य, आगम, पात्र और काल के अनुसार दान देना चाहिए",hi,unknown,sample_18741,,real
003539.wav,मात्र प्रौढ वयात दुपारी मिनिटांची डुलकी घेणे फायद्याचे असते.,mr,unknown,,female,real
005872.wav,उधूनमधून ती त्या व्यक्तीबरोबर रागाने बघून काहीतरी पुटपुटत होती.,mr,unknown,,male,real
002733.wav,हे औषध जर बैलाच्या दुधातून घेतले तरच परिणामकारक ठरेल.,mr,unknown,,female,real
014182.wav,प्रवेशद्वार विशिष्ट स्थापत्य के नमूने थे जो अकसर उन संरचनाओं को परिभाषित करते थे जिनमें प्रवेश को वे नियंत्रित करते थे|,hi,unknown,sample_14292,,real
006826.wav,वाहनेतर उद्योगक्षेत्रात भारत फोर्ज गुंतवणूक करणार बाबा कल्याणी,mr,unknown,,male,real
002885.wav,"frauds indicating great boldness, extensive design, and ingenuity became more prevalent.",en,LJSpeech_single_speaker,LJ010-0294.wav,,real
003797.wav,नमी और तापमान की अनुकूल परिस्थितियों में वे नए पादपों के रूप में अंकुरित होते हैं|,hi,unknown,sample_3821,,real
006226.wav,"मराठी भाषिकांना यापुढे मराठीइंग्रजी किंवा इंग्रजीमराठी असाच शिक्षणातील भाषिक क्रम स्वीकारावा लागेल, असे मला वाटते.",mr,unknown,,male,real
005048.wav,"It was proved that Mrs. Wilson had given Mrs. Soames something peculiar to drink,",en,LJSpeech_single_speaker,LJ017-0193.wav,,real
001643.wav,"ये बैक्टीरिया सामान्यतः अवायुवीय गाढ़े कीचड़ में पाया जाता है जिसका वर्णन वाहित मल उपचार, में पहले किया गया है|",hi,unknown,sample_1653,,real
011015.wav,Marina Oswald confirmed the fact that her husband was experiencing psychological difficulties at the time of his return.,en,LJSpeech_single_speaker,LJ042-0139.wav,,real
013315.wav,‘साहूकार राज्य और राजश्री की शोभा है।’,hi,unknown,sample_13419,,real
005375.wav,तो इतर गुरांबरोबर गावभर मन मानेल तिकडे हिंडे फिरे.,mr,unknown,,male,real
002398.wav,"माझ्या नाकावरच्या शिंगाने मी तुम्ही ज्या नावेत असाल ती नाव बुडू नये व तिचे रक्षण व्हावे, यासाठी सर्व प्रयत्न करीन.",mr,unknown,,female,real
003037.wav,Maynard was the only one who suffered death.,en,LJSpeech_single_speaker,LJ011-0129.wav,,real
008199.wav,"कुछ स्त्रोत सरल, स्पष्ट भाषा में हैं जैसे कि बसवन्ना के वचन जबकि कुछ अन्य अलंक्रुत फ़ारसी में लिखे गए मुग़ल सम्राटों के फरमानों का रूप धारण कर लेते हैं|",hi,unknown,sample_8260,,real
013207.wav,"अमेरिका के कैलिफोर्निया के सैन बर्नाडिनो में फायरिंग करने वाली महिला उग्रवादी, हमलावर सैयद फारुख और तश्फीन मलिक पाकिस्तानी मूल के बताये जाते हैं।",hi,unknown,sample_13310,,real
004657.wav,पण राम अयोध्येला असल्याकारणाने त्याने वडिलांना कोणत्याही प्रकारची उणीव भासू दिली नाही.,mr,unknown,,male,real
012360.wav,कर्क संक्रान्ति अथवा 'श्रावण संक्रान्ति' अथवा 'सावन संक्रान्ति' का हिन्दू धर्म में बड़ा ही महत्त्व है।,hi,unknown,sample_12456,,real
011018.wav,"He was very irritable, sometimes for a trifle, end quote, and that, quote, Lee was very unrestrained and very explosive, end quote.",en,LJSpeech_single_speaker,LJ042-0142.wav,,real
005711.wav,इन खूबसूरत रस्मों को गुजराती रीति रिवाज से निभाया गया और रस्मों के साथसाथ लाइव फोक संगीत भी गाया जा रहा था।,hi,unknown,sample_5752,,real
002420.wav,जमदग्नी पडला होता तो मरूनपडल्या सारखाच राहून गेला.,mr,unknown,,female,real
007288.wav,"मिनिटाला शंभर पाऊले, असा इथे नियम असतो, हे वाक्य खरच आहे, हे त्या दिवशी मी प्रत्यक्ष अनुभवल.",mr,unknown,,male,real
015689.wav,लोग यहां अपनी चिट्ठियां डालने और पैसे जमा कराने आते हैं,hi,unknown,sample_15809,,real
012471.wav,buildings are not checked either by Secret Service agents or by any other law enforcement officers at the request of the Secret Service.,en,LJSpeech_single_speaker,LJ048-0167.wav,,real
012385.wav,"आमतौर पर कर्नाटिक संगीत में इस्तेमाल किए जाने वाले उपकरणों में वीना, वीनू, गोत्वादम, हार्मोनियम, मृदंगम, कंजिर, घमत, नादाश्वरम और वायलिन शामिल हैं।",hi,unknown,sample_12481,,real
013319.wav,"भारत की सशस्त्र सेना में भारतीय थल सेना, नौसेना, वायु सेना, और अर्द्धसैनिक बल, तटरक्षक, और सामरिक जैसे सहायक बल हैं।",hi,unknown,sample_13423,,real
007368.wav,"मैं लाख तर्क देता रहा, लेकिन वहा बैठे लोग छेदी नाऊ का ही समर्थन करते रहे।",hi,unknown,sample_7424,,real
007000.wav,"the kinetic energy of sunlight was expended in lifting the atoms into position of vantage, thus endowing them with energy of position.",en,LJSpeech_single_speaker,LJ026-0086.wav,,real
017229.wav,सोल्जेनित्सिन कहते थे कि समाज के संभावित बदलाव की झलक पहले कला में दिखती है।,hi,unknown,sample_17357,,real
001226.wav,"आईबापांनी, शेजा-यांनी, गुरूजींनी-सर्वांनी लहान मुलांचा विकास सदैव डोळयांसमोर ठेवून त्यांच्याजवळ वागावे.",mr,unknown,,female,real
009258.wav,was 1 minute and 30 seconds.,en,LJSpeech_single_speaker,LJ035-0073.wav,,real
000650.wav,"Quote, by insensible degrees he began to lose his repugnance to their society,",en,LJSpeech_single_speaker,LJ003-0127.wav,,real
000287.wav,माता सरस्वती की महिमा देखिए कि बीरबल अकबर को पहली ही नज़र में जँच गया।,hi,unknown,sample_289,,real
