audio_file,text,language,speaker,gender
002584.wav,"त्यांच्या एकसष्ठ रचनांचा सिक्खांच्या पवित्र ग्रंथ, गुरु ग्रंथ साहिबांमधे समावेश झालेला आहे.",mr,unknown,female
007702.wav,"अशा वेळी आश्रमात कोण आले, कोण गेले याचा त्यांना काय पत्ता असणार.",mr,unknown,male
006109.wav,बरोबर ओळखशील म्हणजे काय,mr,unknown,male
005090.wav,दिवसेंदिवस तुझा हट्टी स्वभाव वाढतच चालला आहे.,mr,unknown,male
006333.wav,"राजा मारु पाहतो, पण चतूर माणूस त्यावर कडी करतो",mr,unknown,male
008050.wav,या दिवशी सर्व अभ्यंग स्नान करतात.,mr,unknown,male
008474.wav,"सासरची मंडळी गावात सरदार म्हणून मानली जात, निदान ते तरी स्वत:ला तसे समजत.",mr,unknown,male
010636.wav,पाश्चात्यांची प्रथा असली तरी आईसाठी मुले काम करता आहेत हे पाहून आजोबांना खूप आनंद झाला होता.,mr,unknown,female
009197.wav,डॉक्टरांनी मुख्याध्यापक व काही विद्यार्थ्यांना आत सोडलं.,mr,unknown,male
006851.wav,आणि हा व्यायाम म्हणजे इंटर्नल जॉगिंग या प्रकारात येतो.,mr,unknown,male
009813.wav,"तो अगदी थकून गेला होता, तहानेने तो व्याकुळ झाला होता, त्याला विश्रांतीची आवश्यकता होती.",mr,unknown,male
007365.wav,शिवरायांनी निर्माण केलेल्या स्वराज्यातच भ्रष्टाचार कसा काय झाला.,mr,unknown,male
004067.wav,'स्नॅक्स' किंवा थोडक्यात चहाबरोबर आणि कधीतरी येताजाता तोंडात टाकायचे पदार्थ.,mr,unknown,female
000271.wav,"कंबनने कूत्तनचा हात पकडला, तेव्हा कूत्तनच्या रामायणातील उत्तरकांड तेवढे जाळायचे राहिले होते.",mr,unknown,female
006010.wav,स्वतःच बाळ तिला खुप खूप महान वाटायच त्यापुढ महाराजपदही खुज भासायच.,mr,unknown,male
008764.wav,आईच्या बोलण्याने मंजूला खूपच हुरुप आला.,mr,unknown,male
004571.wav,बारा शे एकोणनव्वदमधील निझामशाहीतील उनकेश्वराचा शिलालेख आहे.,mr,unknown,female
003577.wav,ह्या व्यवस्थेला आपण आंतरिक किंवा ऐंद्रिय चेताव्यवस्था म्हणूया.,mr,unknown,female
003566.wav,कित्येकदा ओठ किंवा कातडी निळसर दिसते म्हणजेच प्राणवायू अपुरा पडतो.,mr,unknown,female
002972.wav,आपल्या वडिलांच्या गैरहजेरींत तेजीमालाचे हाल पहावत नसत.,mr,unknown,female
007455.wav,कंबन हा तामिळनाडूमधील महाकवी होता.,mr,unknown,male
009611.wav,राजाने आपल्या महालाचे दरवाजे चंदनाचे करावे आणि माझे सर्व चंदन विकले जावे.,mr,unknown,male
004208.wav,यापैकी बुलडोझर आणि एक्स्कॅव्हेटर या दोन मशीन्सना बहुतेकवेळा रणगाड्यांप्रमाणे क्रॉलर्स असतात.,mr,unknown,female
003219.wav,जिथे खडक वितळलेल्या अवस्थेत असतात तेथे हे तापमान अंदाजे अकरा हजार सेंटिग्रेड असते.,mr,unknown,female
001392.wav,"पावसामुळे रोपे डोंगरावर वाढतील, मोठे वृक्ष होतील.",mr,unknown,female
006697.wav,प्रात्री शशिकांत कांदोळकर या बैठकीच्या अध्यक्षस्थानी होते.,mr,unknown,male
003976.wav,ह्या कालखंडातील वास्तुशिल्पाचा एकमेव नमुना म्हणजे माहिम येथील मख्दूम फकी अली पारूचा दर्गा.,mr,unknown,female
004317.wav,भारतीय वितरकांना दोन प्रिंट्स द्यायचं असं ठरलं.,mr,unknown,female
008066.wav,"त्यानिमित्त यादिवशी जावयांस आहेर करतात, हा दिवस म्हणजे शरद ऋतुतील कार्तिक मासातील द्वितीया.",mr,unknown,male
002676.wav,श्रीमंत मंडळींच्यावर त्याचा फारसा कांही परिणाम झाला नाही.,mr,unknown,female
006898.wav,शिवाय सिस्टर कन्सर्नतर्फे इव्हेंट क्रिएशनही आम्ही करणार आहोत.,mr,unknown,male
001423.wav,तिला चांगले वाटावे म्हणून बागेतून काडया-पाने गोळा करुन तिच्यासाठी छानसे घरटेही तयार केले.,mr,unknown,female
000084.wav,"ह्या अनोळखींच्या जगात तिथे मी एकटाच होतो जो प्रत्येक येणाऱ्या, जाणाऱ्यांकडे टक लाऊन पाहत होतो.",mr,unknown,female
000874.wav,"रस्ते चिखलाचे होतात, पाऊस पाणी रस्त्यांवर वाहते.",mr,unknown,female
010519.wav,"त्यामुळे राजाला ताळ्यावर कसं आणावं, हा त्याच्यापुढे प्रश्न पडला.",mr,unknown,female
009944.wav,"अग्नी हा समुद्र व पृथ्वी यांवर हिंडतो, आकाशातही सूर्याच्या रूपाने तो राहतो; म्हणून त्याला हे माहीत होते.",mr,unknown,male
004558.wav,"छडी लागे छ्म छम, विद्या येई घम घम एक",mr,unknown,female
004501.wav,इकडे डीके आणि विनोबांचे काहीतरी ख्याख्याख्या चालूच होते.,mr,unknown,female
004648.wav,तिच्या सहवासात त्यांनी दहा वर्षे घालविली.,mr,unknown,male
007403.wav,"परमात्म्या, तुझी कृपा म्हणून अर्धे छप्पर अजूनही आहे.",mr,unknown,male
006471.wav,बेस्टमधील संघटनेचे प्रतिनिधी आजपासून बिनशर्त कामावर.,mr,unknown,male
002039.wav,"शेठजींनी त्याला जवळ घेतले, पाठीवरून हात फिरवला, 'बाळा आता मला काहीं काळजी नाहीं कारण खर्या कष्टाची किंमत तुला आज कळली.",mr,unknown,female
008564.wav,"सतत काम करत रहायल्यामुळे त्यांना थकवा येत असे, चिडचिड होत असे.",mr,unknown,male
010613.wav,तिच्या सवंगडयांना भेटायला ती आकाशात दूरवर उडाली आहे.,mr,unknown,female
001133.wav,दूर्वांकुरांनी गुंफून तिने हार करावेत व आश्रमाच्या दारांवर त्यांची तोरणे करुन लावावीत.,mr,unknown,female
002451.wav,कार्तिकेयाने हाताची मूठ वळवून गणपती वर ठोसा उगारला तेव्हा गणेशाने आपल्या सोंडेने त्याचे मनगट धरले.,mr,unknown,female
003955.wav,स्त्री पुरुषबीजाचा संयोग गर्भनलिकेमध्ये फॅलोपियन ट्यूब होतो आणि नंतर हा गर्भ गर्भाशयामध्ये येऊन वाढीला लागतो.,mr,unknown,female
002330.wav,श्री रामचंद्राने सीता व लक्ष्मणासह दंडकारण्यांत प्रवेश केला.,mr,unknown,female
009993.wav,"साकमश्व पुढे म्हणाला, `हे तुला माझे उत्तर आहे, माझ्या बापाचेही हेच उत्तर आहे.’",mr,unknown,male
006243.wav,"याला जबाबदार असणारे राज्यकर्तेच हे कबूल करतात, हे आपले दुर्दैव आहे.",mr,unknown,male
008337.wav,"शबरी सकाळी लवकर उठे, ऋषिपत्नीने तिचे दात आधी नीट घासावेत, मग तिची वेणीफणी करावी.",mr,unknown,male
005043.wav,एक दिवस एक साधू दरबारात आला.,mr,unknown,male
010894.wav,"मग ते फळं खाऊन, पाणी पिऊन समाधानी होतात.",mr,unknown,female
004747.wav,खास म्हणजे जेंव्हा दूरचे फोन कॉल्स असतात तेंव्हा.,mr,unknown,male
010601.wav,पण आता तिला बरे करायचे आहे म्हणून काळजी घेत होती.,mr,unknown,female
010629.wav,"मदर्स डे म्हणजे आपला मातृदिन होय, आजोबा समजूतीने म्हणाले.",mr,unknown,female
007823.wav,"सत्यकामाने हा चमत्कार पाहिल्यावर भक्तीने तो म्हणाला, `काय भगवन् !'",mr,unknown,male
007998.wav,आपल्या सगळ्यांना अत्तर खूप आवडते.,mr,unknown,male
007650.wav,"लोक पाखंडी बनले, ज्ञानाचा त्यांना गर्व झाला.",mr,unknown,male
007160.wav,फ्रान्समध्ये मात्र राष्ट्रीयत्वाचा हुंकार प्रभावी ठरला.,mr,unknown,male
002402.wav,सर्वत्र अंधकार पसरला व जग काळोखांत बुडाले.,mr,unknown,female
005521.wav,चकाकणारी कोल्हापुरी चप्पल घालुन मी आरष्यात स्वतःला नमस्कार करून घेतला,mr,unknown,male
001217.wav,"लहानपणी मन फारच संस्कारक्षम असते, मातीसारखे, मेणासारखे असते, द्यावा तो आकार त्याला मिळेल.",mr,unknown,female
009529.wav,"मान खाली घालुन तसाच पुढे गेलो, काय आश्चर्य स्वर्गात मला औरंगजेब भेटला, म्हणे काफरांना मारुनच तर स्वर्ग गाठला.",mr,unknown,male
006021.wav,पहिली पासून इंग्रजी ठेवायचीच झाल्यास ऐच्छिक विषय म्हणून ठेवावी.,mr,unknown,male
009732.wav,त्याला दिवसा जाण्यात काहीच वाटत नसे.,mr,unknown,male
001065.wav,गंगा व यमुना या सुंदर विशाल नद्यांच्या गहिऱ्या पाण्याने समृद्ध व सुपीक झालेल्या रमणीय प्रदेशांत आर्य राज्य करुन राहू लागले.,mr,unknown,female
003787.wav,अठरा शे अकरा साली तो प्रथम पुण्यांत रेसिडेंट म्हणून आला.,mr,unknown,female
004411.wav,खोबर्याच मिश्रण फीशफ्राय करताना लावतात हे पहिल्यांदाच वाचत आहे,mr,unknown,female
005386.wav,त्याने एका केळीच्या झाडावरचा एक पिकलेला घड तोडला आणि आपल्या खांद्यावरच्या पिंजर्‍यात ठेवला.,mr,unknown,male
008144.wav,"अनेकदा तर मुले उघडपणे सांगत नसली, तरी त्यांना अशा वेळी आपण आपल्या पालकांच्या फार जवळ असल्याचे वाटते, त्यामुळे जेवणही हसत-खेळत होते.",mr,unknown,male
005524.wav,"गावठी कोंबडी तीचीच अंडी, माहोल छान रंगला होता.",mr,unknown,male
005997.wav,"वाक्यरचना, व्याकरण याबाबात अवाक्षरही बोलायचं नाही.",mr,unknown,male
009682.wav,आपली येण्या-जाण्याची सर्व व्यवस्था सन्मानपूर्वक करण्यासाठी मी प्रधानाला सांगितले होते.,mr,unknown,male
007226.wav,त्याला मधून मधून देवदर्शन होत असे.,mr,unknown,male
005889.wav,"शरदाचं चांदण, वसंताचा बहर, श्रावणाची पालवी या सर्वाहुन अधिक मनमोहक आकर्षक कोण",mr,unknown,male
002162.wav,"एक आळशी आणि लबाड कावळा होता, तो लोळ लोळ लोळला, तर शेणाने भरला.",mr,unknown,female
003009.wav,अशा तर्हेने त्याने थोड्याच दिवसात कांही रौप्य नाणी संपादन केली.,mr,unknown,female
009566.wav,"माननीय मुख्याध्यापक व मंत्री साहेब, जर विद्यार्थांचे भवितव्य घडविण्यासाठी उच्चशिक्षित शिक्षकाची जरुरी आहे.",mr,unknown,male
001106.wav,"भिल्ल राजाचीच ती मुलगी, लहानपणी तीही लहानसे धनुष्य घेऊन हरणांच्या पाठीमागे लागे.",mr,unknown,female
008016.wav,आपल्या मुला-बाळांना चांगले आरोग्य मिळावे व सुख लाभावे म्हणून ही पूजा करतात.,mr,unknown,male
000693.wav,इथून जवळच अंगिरस ऋषींनी यज्ञ चालविला आहे.,mr,unknown,female
002004.wav,तो आपल्या मधूर आवाजात गाऊ लागला.,mr,unknown,female
004957.wav,परंतु त्याच्या शृंगारिक हावभावांचा काहीही उपयोग झाला नाही.,mr,unknown,male
007948.wav,"प्रवरा व गोदावरीच्या संगमावर राहूच्या धडावर मोहिनी बसलेली आहे, तिला म्हाळसा म्हणतात.",mr,unknown,male
009280.wav,"राजे पण गुन्हा शाबीत झाला तर ह्या गुन्ह्याला शिक्षा कोणती, लिखिताने विचारले.",mr,unknown,male
004370.wav,आधीच ड्रायवर आणि मग त्याच्या मालकाबरोबर झालेल्या वादामूळे अभिजित वैतागला होता.,mr,unknown,female
009731.wav,त्यामुळे तो आनंदाने शाळेत जाई.,mr,unknown,male
002766.wav,आणखी एका मदतनीसाच्या उंटावर बसलेला स्वर्णाचारी मदत मागण्यासाठी मोठमोठ्याने ओरडूं लागला.,mr,unknown,female
003930.wav,सुश्रुत निदान स्थन पाच श्लोक तेवीस.,mr,unknown,female
008388.wav,"एक दिवस मतंग ऋषी तिला म्हणाले, शबरी, तू शिकली सवारलिस, सद्गुणी झालीस, आता तू मोठी झाली आहेस.",mr,unknown,male
009573.wav,"म्हणून मी सांगतो, प्रार्थना, पूजा इत्यादींत काही अर्थ नाही.",mr,unknown,male
010748.wav,होता होता वाढदिवसाचा दिवस उजाडला.,mr,unknown,female
007696.wav,शमीक ऋषी महान तपस्वी आणि परोपकारी वृत्तीचे होते.,mr,unknown,male
000629.wav,"सत्यकाम नम्रपणे म्हणाला, `सांगावे भगवन्.’",mr,unknown,female
002452.wav,गणपतीने आपल्या सोंडेने कार्तिकस्वामीची कंबर धरली व त्याला वर उचलले.,mr,unknown,female
010891.wav,हे ऐकून डोंगराचे डोळे पाणावले.,mr,unknown,female
007924.wav,तो आपल्या सर्व वडील भावांहून श्रीमंत बनला.,mr,unknown,male
003825.wav,"हे ऐकून एकदम खुषीत आलेल्या न्हाव्यानं विचारलं, असं?",mr,unknown,female
009836.wav,नंतर शृंगीसह ते ऋषिकुमार त्या आश्रमात आले आणि पाहतात तो काय!,mr,unknown,male
002653.wav,पण त्याच्या साथीदारांनी त्याचे बोलणे अजिबात ऐकले नाही.,mr,unknown,female
009973.wav,"त्या पिशवीत प्रियंगू, पिंपळी, तांदूळ आणि अधिकता नावाचे धान्य भरले होते.",mr,unknown,male
003744.wav,जगातील प्रचंड ज्ञान डोळ्यांमुळेच मिळू शकते स्त्रीच्या सौंदर्याची साक्ष डोळेच,mr,unknown,female
002177.wav,पाण्याची सोय किल्ले माहुलीवर पहारेकर्यांच्या देवडांसमोर पाण्याचे टाके आहे.,mr,unknown,female
010836.wav,"टीना अर्थातच स्वत:हून तिच्याशी बोलायची नाही, पण गौरी मात्र तिच्याशी बोलायची आणि टीना सांगेल तसे वागायचीसुध्दा.",mr,unknown,female
006690.wav,"एसी, फ्रीजच्या जमान्यातही थंडाव्याला माठ हवा.",mr,unknown,male
010143.wav,म्हणून धन्वंतरीचीही या दिवशी पुजा केली जाते.,mr,unknown,male
003319.wav,इमारतीच्या बाहेरील बाजूच्या भिंती आणि छप्पर वा स्लॅब सूर्याच्या उष्णतेने तापतात व त्याचा परिणाम इमारतीच्या आतल्या तापमानावर होतो.,mr,unknown,female
007634.wav,आम्ही द्रविड देशात राहत होतो आणि कर्नाटक प्रदेशातही फिरत होतो.,mr,unknown,male
002788.wav,"खड्ग, बिळांतून आरडाओरडा ऐकूं येतो आहे.",mr,unknown,female
004106.wav,क्षणार्धात मी निर्णय घेतला आणि त्या टेंभ्याच्या दिशेनं पळायला सुरूवात केली.,mr,unknown,female
010032.wav,तो आपल्या सर्व वडील भावांहून श्रीमंत बनला.,mr,unknown,male
001677.wav,"सुंदर सुवासिक फुलांच्या फुलबागा होत्या, भाज्यांचे मळे होते.",mr,unknown,female
003948.wav,व्यापार सातवाहनांना फायदेशीर असल्याने ग्रीस व रोममधून फार मोठ्या प्रमाणात पैशाचा ओघ दक्षिण भारताकडे येत होता.,mr,unknown,female
004445.wav,सांताक्रुझ येथील हॉटेल ग्रँड हयात येथे ही परिषद होणार आहे.,mr,unknown,female
002937.wav,ह्या विचारात असतां एकदां राजोद्यानाच्या बाजूने राजवाड्याची जी खिडकी होती ती राजाने उघडली.,mr,unknown,female
007323.wav,"कदाचित त्या मुलीच्या पदरात पुण्ण्याचा साठा जास्त असावा, म्हणून नियतीने हि भेट घडवून आणली असावी.",mr,unknown,male
008075.wav,भाउ मग ओवाळणीचे ताटात 'ओवाळणी' टाकुन बहिणीचा सत्कार करतो.,mr,unknown,male
002838.wav,"पाऊस पडत नाही तोपर्यंत अशीच परिस्थिती राहील, जहॉंपन्हॉं!",mr,unknown,female
005723.wav,आणि तुमचा नम्रपणा गळून पडणार नाही उंबरठ्याशी,mr,unknown,male
009781.wav,"त्यागराजने विचारले, कोणते दोन रक्षक, मी तर कोणालाही सांगितले नव्हते.",mr,unknown,male
002504.wav,नंतर तो मधून मधून देवांच्या बाजूने हात लावून ओढी.,mr,unknown,female
009283.wav,स्वत:च स्वत:ला शिक्षा करून घेणारी प्रजा उत्कृष्ट राज्य शासनाचे प्रतीक आहे.,mr,unknown,male
002370.wav,‘मी आज सकाळी डेन्टिस्ट कड़े गेलो होतो,mr,unknown,female
004968.wav,"त्यांचे कीर्तन फार प्रभावी होते, ते म्हणायचे.",mr,unknown,male
005884.wav,वेड बिड लागलाय की काय अगं सोन्यासारखा नवरा माझा.,mr,unknown,male
002218.wav,एक कडूनिंब बियांच्या अर्काच्या तंबाखूवरील सोडोपटेरा दिसतो,mr,unknown,female
005848.wav,यामुळे शेतकरी आत्महत्येकडे वळतात व या परिस्थितून महागाई वाढण्यास सहजरित्या अनेक विविध पर्याय उपलब्ध होतात.,mr,unknown,male
002219.wav,एकोणीस शे त्र्यैंशी च्या दुसऱ्या जागतिक कडूनिंब परिषदेत सांगितले,mr,unknown,female
003327.wav,धुळे जिल्ह्यात तीन शे वीस एम डब्ल्यू.,mr,unknown,female
008110.wav,आपल्या अवतीभोवतीचे वातावरण म्हणजे पर्यावरण !,mr,unknown,male
007324.wav,जर असेच काही असेल तर तिला ह्या सर्व प्रकारातून बाहेर काढण्याची जबाबदारी मी नक्की पार पाडेल.,mr,unknown,male
003584.wav,तांबी काढल्यानंतर महिन्याभरात पाळी पूर्वीप्रमाणे सुरू होते.,mr,unknown,female
010883.wav,"कडक उन्हाळयात जेव्हा ऊन तापू लागतं, तेव्हा आम्ही आमची सारी पानं तुझ्यावर अंथरतो आणि आम्ही मात्र निष्पर्ण होऊन उन्हात तापत राहतो अतिशय आनंदाने.",mr,unknown,female
003620.wav,थंडीच्या दिवसात ढग खाली उतरतात व सर्वत्र पांढरे धुरकट धुके पसरते.,mr,unknown,female
006218.wav,पण मराठीतून राज्यकारभारात करावा म्हणून जिल्हाधिकाऱ्यांना पाठविण्यात आलेले परिपत्रक इंग्रजीतून काढण्यात आले.,mr,unknown,male
002469.wav,तुम्ही दोघेही कुठली तरी पैज लावा बघूं!,mr,unknown,female
008594.wav,सकाळी उठल्यावर आंब्याच्या दोन किंवा तीन कोयी मिळून एका मातीच्या पिशवीत लावायच्या.,mr,unknown,male
003116.wav,कीं आपल्या स्वार्थासाठी या विद्येचा उपयोग करूं नये.,mr,unknown,female
000086.wav,"तितक्यात काही पावलं, माझ्या दिशेने दबकत येताना जाणवली.",mr,unknown,female
009267.wav,दुपारी बाराची वेळ भूक लागली होती.,mr,unknown,male
005974.wav,बायनं आपला काळा फाटकोळा हात झेंड्यासारखा हलवला.,mr,unknown,male
002802.wav,त्याला बिळांतल्या वाटेने जाऊन आपली सुटका करायची नव्हती.,mr,unknown,female
003672.wav,"बंधुंनो मान डावीकडे-उजवीकडे फीरवता-फीरवता, समोर बसलेल्या प्रेक्षकान कडे मात्र लक्ष नाही.",mr,unknown,female
003668.wav,कुंपणभिंतीपासून मुख्य इमारतीच्या प्रवेशद्वारापर्यंतचा मोकळा भाग म्हणजे अंगण.,mr,unknown,female
010717.wav,आईचे बोलणे ऐकून मिताने तिला अत्यानंदाने मिठी मारली.,mr,unknown,female
010835.wav,"एकदा टीनाच्या वर्गात गौरी नावाची नवीन मुलगी आली, नवीन असल्यामुळे टीचरांनी तिला टीना शेजारी बसवले.",mr,unknown,female
005159.wav,त्याच्याकडून जंगलातल्या एका झोपडीत राहाणार्‍या दोन क्षत्रिय तरुणांबद्दलची सगळी माहिती सरदाराने काढून घेतली.,mr,unknown,male
006977.wav,"याप्रसंगी फादर फ्रान्सिस दिब्रिटो, उदय भेंब्रे, पावलू मोरायश यांचीही भाषणे झाली.",mr,unknown,male
005726.wav,उसने हसण्याचा मज सराव जरा जरा,mr,unknown,male
004591.wav,"किती हळुवारपणे, चपखल मांडलय एकटेपण अजीबात फापटपसारा न ठेवता.",mr,unknown,female
002020.wav,"त्याचा तो मधूर आवाज पाने-फुले, झाडे, पक्षी यांना स्पर्शून गेला, आणि सर्वजणं जागे झाले.",mr,unknown,female
003424.wav,प्रजोत्पादनाच्या हेतूशिवाय लैंगिक संबंध म्हणजे बेजबाबदारपणा आहे असे त्यांचे मत होते.,mr,unknown,female
002526.wav,खीर खाल्ल्यानंतर तिघी राण्या गरोदर राहिल्या.,mr,unknown,female
008495.wav,"प्रधान म्हणाला, मी या राज्याचा मुख्य प्रधान आहे.",mr,unknown,male
007502.wav,"आत्मानंद महाराजांनी प्रधानाला सांगितले, राजांना घेऊन आपण माझ्या खोलीत या.",mr,unknown,male
003213.wav,त्यामुळे यापासून आपल्या ऊर्जेच्या गरजा भागवता येणे अशक्य आहे.,mr,unknown,female
000520.wav,"पिताजी ध्यानमग्न आहेत, आलेल्या राजाचं स्वागत आपण केलं पाहिजे!",mr,unknown,female
005367.wav,पण या मुलांना पकडायचं तर शेजारी कुणाला कळता कामा नये.,mr,unknown,male
008146.wav,पण अख्ख्या कुटुंबाविषयी जिव्हाळा वाटण्यासाठी असे जेवण घेणे फारच लाभदायक ठरते.,mr,unknown,male
006594.wav,"बिस्किटे, नाष्टा अशी येथे पद्धत नाही.",mr,unknown,male
002896.wav,"राजन, हे स्मशान विषारी सर्प, घुबडें आणि जनावरांनी भरलेले आहे, तरीही तू निर्धास्त मनाने चालतो आहेस.",mr,unknown,female
000245.wav,हे ऐकून दोघेही पायी चालू लागले.,mr,unknown,female
005931.wav,अनेक कवितांची एकाच फॉर्ममध्ये बांधणी आणि मांडणी करता येते,mr,unknown,male
004715.wav,सूर्यास्ताच्या सुमारास ते एका सुंदर सरोवराच्या काठी पोचले.,mr,unknown,male
010086.wav,"मग त्या जंगलात वाघ, सिंह, कोल्हे, हत्ती सगळे प्राणी सुखाने राहतात.",mr,unknown,male
003426.wav,हत्तीरोगाच्या प्राथमिक सुजेच्या अवस्थेत इतर उपचारांबरोबर डाकाझिन पुनर्नवामंडूर ही दहा मिलीग्रॅम घ्यावी,mr,unknown,female
008114.wav,"प्रदूषणामुळे पर्यावरण विस्कळीत झाले आहे, म्हणून प्रदूषण होण्याची कारणे शोधा.",mr,unknown,male
003643.wav,या अल्पसंतुष्ट राहण्याच्या उपदेशामुळे महत्त्वाच्या मंदिरांची वास्तुशिल्पकलाही खास उल्लेखनीय नाही.,mr,unknown,female
008094.wav,"निसर्गावर आक्रमण करण्याचा विचार व्यर्थ आहे, यालाच आम्ही धर्म म्हणतो.",mr,unknown,male
007992.wav,"नारळपाणी रक्तविकार नाशक, वात-पित्त नाशक आणि शक्तीवर्धक असते.",mr,unknown,male
007436.wav,शेठजींच्या मनात राजाविषयी वाईट विचार आला; म्हणून राजाच्या मनात त्याची प्रतिक्रिया उमटली.,mr,unknown,male
008937.wav,"सोसाटयाचा वारा सुटला, वा-याच्या त्या प्रचंड सोसाटयात सापडताच प्रवाशाने आपल्या अंगावरील कपडे आपल्या शरीराभोवती अधिक लपेटून घेतले.",mr,unknown,male
005510.wav,"बघतो मी गुन्ह्याविनं, सारे मलाच पोळताना",mr,unknown,male
006298.wav,"यावर सौदागर म्हणाला, बर, पाच रुपये.",mr,unknown,male
002002.wav,तहान भागेपर्यंत त्या स्वराने खूप खूप पाणी प्यायले.,mr,unknown,female
000886.wav,"सनातन हिंदु धर्म सांगतो, आम्ही निसर्गाचे एक अविभाज्य घटक आहोत.",mr,unknown,female
000870.wav,पावसाळ्यात उन्हाळी हंगाम नंतर येतो.,mr,unknown,female
006455.wav,जादूटोण्याच्या संशयावरून वृद्धाचे डोळे फोडले.,mr,unknown,male
010606.wav,"शाळे व्यतिरिक्त मिनूचा संपूर्ण वेळ मिठूशी खेळण्यात जायचा, तिला मिठूचा खूपच लळा लागला होता.",mr,unknown,female
009823.wav,राजाने दोन-तीन वेळा त्यांना हाक मारली.,mr,unknown,male
007643.wav,मी म्हणजे भक्ती तर त्या प्रदेशातून पळून गेले.,mr,unknown,male
005721.wav,निदान दोन दिवस तरी अधिक समंजसपणे,mr,unknown,male
000357.wav,निर्मनुष्य मार्गावरून श्वापदांचा वावर असलेल्या रानातून येतांना त्याला भीती वाटायची.,mr,unknown,female
010837.wav,परीक्षेत गणितात गौरी नापास झाली आणि टीनाला मात्र पैकीच्या पैकी मार्कस मिळाले.,mr,unknown,female
005452.wav,राजधानीमध्ये एक वैभवसंपन्न मिरवणूक काढायचे आयोजन झाले होते.,mr,unknown,male
007161.wav,श्री सुपुगडे यांच्या एका मुलाचे आठवड्यापूर्वीच लग्न झाले आहे.,mr,unknown,male
008974.wav,किना-यावर एक कोल्हा होता.,mr,unknown,male
007258.wav,काही वेळाने देवाला हार घालायला जागा रहात नाही.,mr,unknown,male
009143.wav,"अर्जुनाला कुणीही स्पर्धक राहू नये, तो सर्वश्रेष्ठ धनुर्धारी असावा, यासाठी तुम्ही असं केलंत.",mr,unknown,male
002744.wav,तो आवाज ऐकून खड्गवर्मा ताबडतोब उठून म्हणाला.,mr,unknown,female
008613.wav,"बर्‍याच वर्षांपासून दक्षिण भारतात जाण्याची त्यातल्या त्यात केरळ बघण्याची अगदी मनापासून इच्छा होती, पण या ना त्या कारणाने तो योग येतच नव्हता.",mr,unknown,male
001276.wav,आजूबाजूच्या खेडयांतील लोक आम्हांला खोत म्हणून संबोधीत.,mr,unknown,female
001891.wav,एकलव्याच्या शब्दांत त्याची कैफियत पुढे मांडली आहे.,mr,unknown,female
009519.wav,"पैसा सोडुन आमची नजर दुसरीकडे वळलीच नाही, पण रक्षणकर्तेच लांडग्यांसारखे नेमके आवाज हेरतात.",mr,unknown,male
006416.wav,गाडीतील हीटर चालू करून आम्ही परत लॉस एंजलिसला घरी परत आलो.,mr,unknown,male
007914.wav,नाभाने हिरमुसून सर्व हकिकत बाबांना सांगितली.,mr,unknown,male
010058.wav,उपासनेच्या योगाने देवाची कृपा होऊन ज्ञानसंपन्नता कशी येते.,mr,unknown,male
003564.wav,काही प्रदेशात जमीन भुसभुशीत असते त्यामुळे खड्डे टिकत नाहीत.,mr,unknown,female
005788.wav,"परंतु दीदी झगडत राहिल्या आणि आता त्यांच्या रोपाचा वटवृक्ष कोल्हापूर, सिंधदुर्ग, पुणे असा पसरलेला दिसून येतो.",mr,unknown,male
004959.wav,"त्यांना इंद्राचा मत्सर वाटत होता, म्हणून त्यांनी तीन मस्तकांच्या विश्वरूपाची निर्मिती केली.",mr,unknown,male
001547.wav,"रंगाचे पैसे खर्च करणे आपल्याला शक्य नाही, तसे ही हातामुळे मंजूला फार काळ चित्रकला करता येईल असे मला वाटत नाही.",mr,unknown,female
006194.wav,सर्वांनी राजाचा स्वार्थीपणा दिसत असूनही टाळ्या पिटत अंगरख्याची वाहव्वा केली.,mr,unknown,male
002381.wav,आणखी कोणाच्याही हाताने तारकासुराच्या केसालाही धक्का पोचणे शक्य नाही.,mr,unknown,female
006475.wav,कणकवली शहरापासून चार किलोमीटरवर मुंबईगोवा महामार्गानजीक वागदे गावात श्री ना.,mr,unknown,male
003824.wav,"सुंठ अधिक जायफळाचे चाटण बेलफळाचा मोरंबा, कुड्याचे पाळ ताकातून घ्यावे.",mr,unknown,female
003233.wav,इंडियन ग्रीन बिल्डिंग कौंन्सिल ची स्थापना दोन हजार एक साली भारतात कॉन्फिडरेशन ऑफ इंडियन इंडस्ट्रीच्या माध्यमातून झाली.,mr,unknown,female
009194.wav,या अनपेक्षित प्रश्नाने मनोज क्षणभर गोंधळला.,mr,unknown,male
003307.wav,"त्याचे बृहजातक, लघुजातक, समाससंवहिता, वृद्दसंवहिता आणि पंचसिध्दरन्तिका पैतामह-प्रणाली, रोमक-प्रणाली, पौलिश-प्रणाली, वशिष्ट-प्रणाली आणि सूर्य-प्रणाली हे ग्रंथ प्रसिध्द आहेत.",mr,unknown,female
000493.wav,शमीक ऋषींचा मुलगा शृंगी हाही त्या ऋषिकुमारांतच व्रतस्थ राहून अध्ययन करीत होता.,mr,unknown,female
003500.wav,"आयुर्वेदामध्ये रोगनिदानात कफ, वात, पित्त, नाडी, इत्यादी महत्त्वाचे असते.",mr,unknown,female
